GENE ID,LOCUS TAG,PRODUCT NAME,SCAFFOLD ID,GENE SEQ LENGTH,READS COUNT,COVERAGE, MEDIAN,READS COUNT ANTISENSE,COVERAGE ANTISENSE,MEDIAN ANTISENSE
3300048830 assembled Ga0498909_153240_3_311,,ATP-dependent Clp protease ATP-binding subunit ClpB,Ga0498909_153240,309,7,1.13028479409734e-09,3.0,0,0.0,0.0
3300048830 assembled Ga0498909_108609_2_244,,oligopeptidase A,Ga0498909_108609,243,20,4.10650207379279e-09,5.0,0,0.0,0.0
3300048830 assembled Ga0498909_028013_521_625,,oligopeptidase A,Ga0498909_028013,105,4,1.90072381701266e-09,4.0,3,1.4255428627595e-09,1.0
3300048830 assembled Ga0498909_046145_3_512,,ATP-dependent Clp protease ATP-binding subunit ClpB,Ga0498909_046145,510,30,2.93494118803426e-09,9.0,0,0.0,0.0
3300048830 assembled Ga0498909_147341_1_318,,ATP-dependent Clp protease ATP-binding subunit ClpB,Ga0498909_147341,318,30,4.70698115062098e-09,13.0,0,0.0,0.0
3300048830 assembled Ga0498909_128374_3_338,,ATP-dependent Clp protease ATP-binding subunit ClpB,Ga0498909_128374,336,14,2.0789166748576e-09,4.0,0,0.0,0.0
3300048830 assembled Ga0498909_085621_1_309,,ATP-dependent Clp protease ATP-binding subunit ClpB,Ga0498909_085621,309,1,1.61469256299619e-10,0.0,6,9.68815537797716e-10,3.0
3300048830 assembled Ga0498909_023320_3_677,,ATP-dependent Clp protease ATP-binding subunit ClpB,Ga0498909_023320,675,98,7.243869658170481e-09,20.0,16,1.18267259725232e-09,3.0
3300048830 assembled Ga0498909_075267_3_389,,ATP-dependent Clp protease ATP-binding subunit ClpB,Ga0498909_075267,387,28,3.6099018230085402e-09,5.0,0,0.0,0.0
3300048830 assembled Ga0498909_052100_1_486,,ATP-dependent Clp protease ATP-binding subunit ClpB,Ga0498909_052100,486,75,7.69969138836147e-09,24.0,2,2.05325103689639e-10,0.0
3300048830 assembled Ga0498909_077359_1_351,,ATP-dependent Clp protease ATP-binding subunit ClpB,Ga0498909_077359,351,7,9.95037040957483e-10,3.0,0,0.0,0.0
3300048830 assembled Ga0498909_021826_1_678,,ATP-dependent Clp protease ATP-binding subunit ClpB,Ga0498909_021826,678,38,2.7964188900739404e-09,8.0,2,1.47179941582839e-10,0.0
3300048830 assembled Ga0498909_006004_564_1160,,oligopeptidase A,Ga0498909_006004,597,55,4.596599683102231e-09,13.0,0,0.0,0.0
3300048830 assembled Ga0498909_002669_304_1563,,ATP-dependent Clp protease ATP-binding subunit ClpB,Ga0498909_002669,1260,227,8.988839717955711e-09,21.0,0,0.0,0.0
3300048830 assembled Ga0498909_103607_3_368,,ATP-dependent Clp protease ATP-binding subunit ClpB,Ga0498909_103607,366,14,1.90851366872173e-09,4.0,0,0.0,0.0
3300048830 assembled Ga0498909_065418_2_247,,oligopeptidase A,Ga0498909_065418,246,10,2.0282113901049702e-09,6.0,8,1.62256911208398e-09,1.0
3300048830 assembled Ga0498909_035849_2_514,,ATP-dependent Clp protease ATP-binding subunit ClpB,Ga0498909_035849,513,12,1.1671111157095301e-09,3.0,2,1.9451851928492101e-10,0.0
3300048830 assembled Ga0498909_003251_94_1467,,ATP-dependent Clp protease ATP-binding subunit ClpB,Ga0498909_003251,1374,564,2.04805066309115e-08,39.0,4,1.45251820077387e-10,0.0
3300048830 assembled Ga0498909_160211_3_305,,ATP-dependent Clp protease ATP-binding subunit ClpB,Ga0498909_160211,303,14,2.30533334241635e-09,7.0,0,0.0,0.0
3300048830 assembled Ga0498909_155732_3_308,,ATP-dependent Clp protease ATP-binding subunit ClpB,Ga0498909_155732,306,6,9.78313729344752e-10,2.0,0,0.0,0.0
3300048830 assembled Ga0498909_115334_3_353,,ATP-dependent Clp protease ATP-binding subunit ClpB,Ga0498909_115334,351,27,3.83800001512172e-09,9.0,0,0.0,0.0
3300048830 assembled Ga0498909_024701_3_659,,oligopeptidase A,Ga0498909_024701,657,34,2.5820334957135504e-09,6.0,0,0.0,0.0
3300048830 assembled Ga0498909_110748_1_357,,ATP-dependent Clp protease ATP-binding subunit ClpB,Ga0498909_110748,357,8,1.1180728335368601e-09,4.0,0,0.0,0.0
3300048830 assembled Ga0498909_071531_3_428,,ATP-dependent Clp protease ATP-binding subunit ClpB,Ga0498909_071531,426,33,3.8650281842423e-09,13.0,1,1.1712206618916002e-10,0.0
3300048830 assembled Ga0498909_103248_2_361,,ATP-dependent Clp protease ATP-binding subunit ClpB,Ga0498909_103248,360,12,1.66313333988608e-09,3.0,0,0.0,0.0
3300048830 assembled Ga0498909_056541_8_469,,ATP-dependent Clp protease ATP-binding subunit ClpB,Ga0498909_056541,462,13,1.4039437284752601e-09,4.0,0,0.0,0.0
3300048830 assembled Ga0498909_090161_10_390,,ATP-dependent Clp protease ATP-binding subunit ClpB,Ga0498909_090161,381,18,2.35719685968106e-09,7.0,0,0.0,0.0
3300048830 assembled Ga0498909_141905_3_305,,ATP-dependent Clp protease ATP-binding subunit ClpB,Ga0498909_141905,303,12,1.9760000077854403e-09,5.0,0,0.0,0.0
3300048830 assembled Ga0498909_000340_94_2838,,ATP-dependent Clp protease ATP-binding subunit ClpB,Ga0498909_000340,2745,1939,3.52438857490613e-08,93.0,2,3.63526413089853e-11,0.0
3300048830 assembled Ga0498909_063008_3_449,,oligopeptidase A,Ga0498909_063008,447,14,1.56267562136947e-09,4.0,0,0.0,0.0
3300048830 assembled Ga0498909_034704_253_573,,ATP-dependent Clp protease ATP-binding subunit ClpB,Ga0498909_034704,321,4,6.21732089677039e-10,0.0,52,8.0825171658015e-09,24.0
3300048830 assembled Ga0498909_023182_415_678,,ATP-dependent Clp protease ATP-binding subunit ClpB,Ga0498909_023182,264,6,1.13395454992233e-09,3.0,6,1.13395454992233e-09,1.0
3300048830 assembled Ga0498909_133692_2_331,,ATP-dependent Clp protease ATP-binding subunit ClpB,Ga0498909_133692,330,10,1.5119393998964402e-09,3.0,0,0.0,0.0
3300048830 assembled Ga0498909_160069_1_306,,ATP-dependent Clp protease ATP-binding subunit ClpB,Ga0498909_160069,306,5,8.15261441120627e-10,2.0,0,0.0,0.0
3300048830 assembled Ga0498909_074113_15_422,,oligopeptidase A,Ga0498909_074113,408,28,3.42409805270663e-09,11.0,0,0.0,0.0
3300048830 assembled Ga0498909_073392_1_423,,ATP-dependent Clp protease ATP-binding subunit ClpB,Ga0498909_073392,423,20,2.3590543828171304e-09,8.0,0,0.0,0.0
3300048830 assembled Ga0498909_027927_1_621,,ATP-dependent Clp protease ATP-binding subunit ClpB,Ga0498909_027927,621,56,4.4992979243294904e-09,11.0,0,0.0,0.0
3300048830 assembled Ga0498909_011834_6_887,,ATP-dependent Clp protease ATP-binding subunit ClpB,Ga0498909_011834,882,59,3.3375805120162804e-09,6.0,0,0.0,0.0
3300048830 assembled Ga0498909_060988_2_457,,ATP-dependent Clp protease ATP-binding subunit ClpB,Ga0498909_060988,456,8,8.75333336782147e-10,2.0,0,0.0,0.0
3300048830 assembled Ga0498909_127264_1_339,,ATP-dependent Clp protease ATP-binding subunit ClpB,Ga0498909_127264,339,22,3.2379587148224502e-09,8.0,0,0.0,0.0
3300048830 assembled Ga0498909_028611_2_622,,ATP-dependent Clp protease ATP-binding subunit ClpB,Ga0498909_028611,621,30,2.41033817374794e-09,5.0,0,0.0,0.0
3300048830 assembled Ga0498909_056973_2_469,,ATP-dependent Clp protease ATP-binding subunit ClpB,Ga0498909_056973,468,28,2.9851111228724503e-09,10.0,0,0.0,0.0
3300048830 assembled Ga0498909_055443_2_472,,ATP-dependent Clp protease ATP-binding subunit ClpB,Ga0498909_055443,471,39,4.131350334748861e-09,13.0,0,0.0,0.0
3300048830 assembled Ga0498909_128929_3_335,,ATP-dependent Clp protease ATP-binding subunit ClpB,Ga0498909_128929,333,10,1.4983183242216902e-09,4.0,0,0.0,0.0
3300048830 assembled Ga0498909_035274_3_569,,ATP-dependent Clp protease ATP-binding subunit ClpB,Ga0498909_035274,567,70,6.15975311068918e-09,14.0,0,0.0,0.0
3300048830 assembled Ga0498909_102408_1_369,,ATP-dependent Clp protease ATP-binding subunit ClpB,Ga0498909_102408,369,23,3.10992413149429e-09,7.0,2,2.7042818534733003e-10,1.0
3300048830 assembled Ga0498909_075513_139_333,,oligopeptidase A,Ga0498909_075513,195,3,7.67600003024344e-10,1.0,47,1.20257333807147e-08,28.0
3300048830 assembled Ga0498909_140880_2_151,,oligopeptidase A,Ga0498909_140880,150,6,1.9957600078632903e-09,4.0,1,3.32626667977216e-10,0.0
3300048830 assembled Ga0498909_060935_3_455,,ATP-dependent Clp protease ATP-binding subunit ClpB,Ga0498909_060935,453,98,1.07938455171414e-08,31.0,0,0.0,0.0
3300048830 assembled Ga0498909_006636_18_1118,,ATP-dependent Clp protease ATP-binding subunit ClpB,Ga0498909_006636,1101,283,1.28247066808654e-08,37.0,12,5.43803816856483e-10,1.0
3300048830 assembled Ga0498909_152492_1_312,,ATP-dependent Clp protease ATP-binding subunit ClpB,Ga0498909_152492,312,17,2.7185833440445504e-09,8.0,0,0.0,0.0
3300048830 assembled Ga0498909_028767_1_621,,ATP-dependent Clp protease ATP-binding subunit ClpB,Ga0498909_028767,621,60,4.82067634749588e-09,13.0,2,1.60689211583196e-10,0.0
3300048830 assembled Ga0498909_095174_30_374,,ATP-dependent Clp protease ATP-binding subunit ClpB,Ga0498909_095174,345,14,2.0246840659482702e-09,6.0,0,0.0,0.0
3300048830 assembled Ga0498909_016093_49_630,,ATP-dependent Clp protease ATP-binding subunit ClpB,Ga0498909_016093,582,64,5.48662545117057e-09,19.0,2,1.7145704534908e-10,0.0
3300048830 assembled Ga0498909_012000_569_805,,oligopeptidase A,Ga0498909_012000,237,8,1.6841856606441301e-09,4.0,6,1.2631392454831e-09,3.0
3300048830 assembled Ga0498909_105351_3_365,,ATP-dependent Clp protease ATP-binding subunit ClpB,Ga0498909_105351,363,15,2.06173554531332e-09,7.0,0,0.0,0.0
3300048830 assembled Ga0498909_031271_3_575,,ATP-dependent Clp protease ATP-binding subunit ClpB,Ga0498909_031271,573,68,5.92110299017033e-09,15.0,0,0.0,0.0
3300048830 assembled Ga0498909_148280_1_315,,ATP-dependent Clp protease ATP-binding subunit ClpB,Ga0498909_148280,315,4,6.33574605670887e-10,2.0,0,0.0,0.0
3300048830 assembled Ga0498909_072225_1_426,,ATP-dependent Clp protease ATP-binding subunit ClpB,Ga0498909_072225,426,12,1.4054647942699302e-09,4.0,0,0.0,0.0
3300048830 assembled Ga0498909_052147_2_478,,ATP-dependent Clp protease ATP-binding subunit ClpB,Ga0498909_052147,477,24,2.51038994699785e-09,6.0,0,0.0,0.0
3300048830 assembled Ga0498909_151161_17_313,,ATP-dependent Clp protease ATP-binding subunit ClpB,Ga0498909_151161,297,16,2.6878922664825504e-09,8.0,0,0.0,0.0
3300048830 assembled Ga0498909_145060_1_309,,ATP-dependent Clp protease ATP-binding subunit ClpB,Ga0498909_145060,309,4,6.458770251984771e-10,2.0,0,0.0,0.0
3300048830 assembled Ga0498909_083722_2_388,,ATP-dependent Clp protease ATP-binding subunit ClpB,Ga0498909_083722,387,37,4.77022740897557e-09,13.0,0,0.0,0.0
3300048830 assembled Ga0498909_044976_1_516,,ATP-dependent Clp protease ATP-binding subunit ClpB,Ga0498909_044976,516,48,4.64130234386813e-09,11.0,2,1.93387597661172e-10,0.0
3300048830 assembled Ga0498909_034136_1_516,,ATP-dependent Clp protease ATP-binding subunit ClpB,Ga0498909_034136,516,18,1.7404883789505502e-09,4.0,0,0.0,0.0
3300048830 assembled Ga0498909_053367_1_480,,ATP-dependent Clp protease ATP-binding subunit ClpB,Ga0498909_053367,480,42,4.36572501720096e-09,13.0,0,0.0,0.0
3300048830 assembled Ga0498909_084649_7_399,,ATP-dependent Clp protease ATP-binding subunit ClpB,Ga0498909_084649,393,17,2.1582646395468204e-09,6.0,0,0.0,0.0
3300048830 assembled Ga0498909_121367_3_344,,ATP-dependent Clp protease ATP-binding subunit ClpB,Ga0498909_121367,342,8,1.1671111157095301e-09,3.0,0,0.0,0.0
3300048830 assembled Ga0498909_132933_3_332,,ATP-dependent Clp protease ATP-binding subunit ClpB,Ga0498909_132933,330,6,9.07163639937861e-10,2.0,0,0.0,0.0
3300048830 assembled Ga0498909_011959_11_883,,ATP-dependent Clp protease ATP-binding subunit ClpB,Ga0498909_011959,873,101,5.772387193419041e-09,14.0,1,5.7152348449693395e-11,0.0
3300048830 assembled Ga0498909_042763_3_527,,oligopeptidase A,Ga0498909_042763,525,20,1.90072381701266e-09,4.0,2,1.90072381701266e-10,0.0
3300048830 assembled Ga0498909_150302_2_313,,ATP-dependent Clp protease ATP-binding subunit ClpB,Ga0498909_150302,312,14,2.23883334215434e-09,6.0,0,0.0,0.0
3300048830 assembled Ga0498909_068555_3_434,,oligopeptidase A,Ga0498909_068555,432,32,3.6958518664135104e-09,13.0,0,0.0,0.0
3300048830 assembled Ga0498909_006926_1_228,,oligopeptidase A,Ga0498909_006926,228,10,2.18833334195537e-09,5.0,4,8.75333336782147e-10,2.0
3300048830 assembled Ga0498909_075472_2_418,,ATP-dependent Clp protease ATP-binding subunit ClpB,Ga0498909_075472,417,9,1.0768489251060902e-09,3.0,0,0.0,0.0
3300048830 assembled Ga0498909_134255_1_324,,ATP-dependent Clp protease ATP-binding subunit ClpB,Ga0498909_134255,324,20,3.07987655534459e-09,9.0,0,0.0,0.0
3300048830 assembled Ga0498909_029702_3_611,,ATP-dependent Clp protease ATP-binding subunit ClpB,Ga0498909_029702,609,93,7.61928081819731e-09,22.0,0,0.0,0.0
3300048830 assembled Ga0498909_018923_16_735,,ATP-dependent Clp protease ATP-binding subunit ClpB,Ga0498909_018923,720,44,3.04907778979114e-09,9.0,0,0.0,0.0
3300048830 assembled Ga0498909_104262_2_367,,ATP-dependent Clp protease ATP-binding subunit ClpB,Ga0498909_104262,366,21,2.86277050308259e-09,8.0,0,0.0,0.0
3300048830 assembled Ga0498909_029633_2_613,,ATP-dependent Clp protease ATP-binding subunit ClpB,Ga0498909_029633,612,125,1.01907680140078e-08,18.0,4,3.2610457644825103e-10,0.0
3300048830 assembled Ga0498909_031141_2_508,,ATP-dependent Clp protease ATP-binding subunit ClpB,Ga0498909_031141,507,24,2.36184616315183e-09,3.0,2,1.9682051359598601e-10,1.0
3300048830 assembled Ga0498909_021625_3_680,,ATP-dependent Clp protease ATP-binding subunit ClpB,Ga0498909_021625,678,83,6.107967575687811e-09,15.0,0,0.0,0.0
3300048830 assembled Ga0498909_144681_3_320,,ATP-dependent Clp protease ATP-binding subunit ClpB,Ga0498909_144681,318,8,1.25519497349893e-09,4.0,0,0.0,0.0
3300048830 assembled Ga0498909_066934_2_439,,ATP-dependent Clp protease ATP-binding subunit ClpB,Ga0498909_066934,438,21,2.39217809161696e-09,5.0,0,0.0,0.0
